id_processo;numero_sigilo;sigla_grau;procedimento;ramo_justica;sigla_tribunal;id_tribunal;recurso;id_ultimo_oj;dt_recebimento;id_ultima_classe;flag_violencia_domestica;flag_feminicidio;flag_ambiental;flag_quilombolas;flag_indigenas;flag_infancia;decisao;dt_resolvido;cnm1;primeirasentm1;baixm1;decm1;mpum1;julgadom1;desm1;susm1
323964978;0703189-61.2023.8.07.0003;G1;Conhecimento não criminal;Justiça Estadual;TJDFT;71;0;43179;2023-02-02;172;0;0;0;0;0;0;0;2025-06-16;0;1;0;0;1;1;0;0
323981658;0006640-48.2017.8.07.0003;G1;Conhecimento criminal;Justiça Estadual;TJDFT;71;0;6582;2017-05-31;283;0;0;0;0;0;0;0;2025-07-31;0;1;0;0;1;1;0;0
